Name,Street,Suburb,City,Region,Longitude,Latitude
Tirimoana School,Kokiri Street,Te Atatu South,Auckland,Auckland,174.650588,-36.88033
Titirangi School,Atkinson Road,Titirangi,Auckland,Auckland,174.653784,-36.938078
Torbay School,Deep Creek Road,Torbay,Auckland,Auckland,174.745882,-36.705377
Tuakau School,6 School Road,,Tuakau,Waikato,174.940003,-37.265924
Valley School,East Street,,Pukekohe,Auckland,174.913291,-37.196968
Vauxhall School,Morrison Avenue,Devonport,Auckland,Auckland,174.803083,-36.817039
Verran Primary School,136 Verran Road,Birkenhead,Auckland,Auckland,174.713394,-36.802712
Victoria Avenue School,282 Victoria Avenue,Remuera,Auckland,Auckland,174.799035,-36.865493
View Road School,View Road,,Waiuku,Auckland,174.732102,-37.245926
Viscount School,Viscount Street,Mangere Central,Auckland,Auckland,174.791456,-36.967455
Waiau Pa School,Waiau Pa Road,Waiau Pa,Pukekohe,Auckland,174.751988,-37.138162
Waikowhai Intermediate,Richardson Road,Mount Roskill,Auckland,Auckland,174.743233,-36.923355
Waikowhai School,381 Hillsborough Road,Mount Roskill,Auckland,Auckland,174.74134,-36.930129
Waimauku School,2 Muriwai Road,,Waimauku,Auckland,174.491338,-36.769946
Wainui School,492 Waitoki Road,,Wainui,Auckland,174.591916,-36.607042
Waioneke School,1981 South Head Road,,Helensville,Auckland,174.297377,-36.542436
Waipipi School,Creamery Road,,Waiuku,Auckland,174.675502,-37.214282
Wairau Intermediate,Becroft Drive,Forrest Hill,Auckland,Auckland,174.741896,-36.760476
Wairau Valley Special School,102 Hillside Road,Glenfield,Auckland,Auckland,174.733698,-36.777941
Waitakere School,10 Bethells Road,Auckland West,Auckland,Auckland,174.539564,-36.851933
Waitoki School,1119 Kahikatea Flat Road,Waitoki,Kaukapakapa,Auckland,174.549548,-36.635449
Waiuku Primary School,George Street,,Waiuku,Auckland,174.732891,-37.257567
Wakaaranga School,18 Butley Drive,Farm Cove,Auckland,Auckland,174.894053,-36.897083
Warkworth School,35 Hill Street,,Warkworth,Auckland,174.656907,-36.397747
Waterlea Public School,House Avenue,Mangere Bridge,Auckland,Auckland,174.772875,-36.943716
Waterview School,19 Oakley Avenue,Waterview,Auckland,Auckland,174.700847,-36.877053
Wesley Intermediate,766-778 Sandringham Road,Mount Roskill,Auckland,Auckland,174.72964,-36.903224
Wesley Primary School,24 Potter Avenue,Mount Roskill,Auckland,Auckland,174.727705,-36.89993
West Harbour School,Oriel Avenue,West Harbour,Auckland,Auckland,174.622521,-36.823549
Western Heights School (Auckland),Sturges Road,Henderson,Auckland,Auckland,174.616386,-36.88246
Westmere School (Auckland),81 Garnet Road,Westmere,Auckland,Auckland,174.724378,-36.859733
Waimahia Intermediate School,44 Palmers Road,Clendon Park,Auckland,Auckland,174.865471,-37.035339
Weymouth School,23 Evans Road,Weymouth,Auckland,Auckland,174.865616,-37.046585
Whangaparaoa School (Auckland),39 Ladies Mile,Manly,Whangaparaoa,Auckland,174.754757,-36.635542
Whenuapai School,14 Airport Road,Whenuapai,Auckland,Auckland,174.618892,-36.79323
Willow Park School,13 Compton Street,Hillcrest,Auckland,Auckland,174.733483,-36.79739
Wilson School,1A St Leonards Road,Hauraki,Auckland,Auckland,174.786674,-36.800188
Windy Ridge School,Valley View Road,Glenfield,Auckland,Auckland,174.71145,-36.789838
Wiri Central School,Inverell Avenue,Manukau City,Auckland,Auckland,174.885459,-37.00048
Woodhill School,1555 State Highway 16,Woodhill,Helensville,Auckland,174.438701,-36.742702
Woodlands Park School,Woodlands Park Road,Titirangi,Auckland,Auckland,174.629719,-36.94649
Wymondley Road School,Wymondley Road,Otara,Auckland,Auckland,174.856367,-36.950997
Yendarra School,226 Bairds Road,Otara,Auckland,Auckland,174.877704,-36.966101
Chapel Downs School,170 Dawson Road,Flat Bush,Auckland,Auckland,174.90067,-36.979489
Nova Montessori School,53 Owles Terrace,New Brighton,Christchurch,Canterbury,172.724985,-43.510655
TKKM o Te Raki Paewhenua,7 Ceres Court,Mairangi Bay,Auckland,Auckland,174.73212,-36.743389
St Anthony's School (Wanganui),88 Alma Road,Gonville,Whanganui,Manawatu-Wanganui,175.024061,-39.939592
Gloriavale Christian Community School,189 Heaphy Road,Lake Haupiri,Greymouth,West Coast,171.700452,-42.602584
St Francis Xavier Catholic School (Whangarei),1 Percy Street,Whau Valley,Whangarei,Northland,174.314961,-35.702859
TKKM o Toku Mapihi Maurea,137 Silverdale Road,Hillcrest,Hamilton,Waikato,175.324237,-37.788582
Marina View School,97 Marina View Drive,West Harbour,Auckland,Auckland,174.640741,-36.814953
Kaitoke School (Claris),Kaitoke Lane,Claris,Great Barrier Island,Auckland,175.472762,-36.256764
Riverview School,23 Riverview Road,,Kerikeri,Northland,173.969689,-35.207814
Titirangi Rudolf Steiner School,5 Helios Place,Titirangi,Auckland,Auckland,174.640777,-36.952027
ACG New Zealand International College,345 Queen Street,Auckland CBD,Auckland,Auckland,174.762487,-36.85454
Bishop Edward Gaines Catholic School,Mossop Road,,Tokoroa,Waikato,175.877657,-38.223819
St Matthew's Primary School (Hastings),200 King Street South,,Hastings,Hawke's Bay,176.840088,-39.641198
Timaru Christian School,10 Quarry Road,Watlington,Timaru,Canterbury,171.228308,-44.403573
Te Ra School,89 Poplar Avenue,Raumati South,Kapiti Coast,Wellington,174.984664,-40.937762
TKKM o Ngati Kahungunu o Te Wairoa,Kitchener Street,,Wairoa,Hawke's Bay,177.417864,-39.041001
TKKM o Ngati Rangi,40 Burns Street,,Ohakune,Manawatu-Wanganui,175.391594,-39.414817
TKKM o Te Whanau Tahi,83 Lyttelton Street,Spreydon,Christchurch,Canterbury,172.614584,-43.564583
Te Kura Akonga O Manurewa,460A Porchester Road,Randwick Park,Auckland,Auckland,174.923021,-37.023857
Ascot Community School,580 Tay Street,Hawthorndale,Invercargill,Southland,168.38483,-46.407167
St Paul's School (Richmond),63 Salisbury Road,Richmond,Nelson,Tasman,173.194839,-41.337947
Centralal Health School,97-99 Courtenay Place,Te Aro,Wellington,Wellington,174.779088,-41.292947
Southern Health School,95 Tuam Street,,Christchurch,Canterbury,172.6328,-43.535135
St Mary MacKillop Catholic School,12 Mcnaughton Avenue,Mangere,Auckland,Auckland,174.810339,-36.962605
Te Kura Maori o Porirua,392 Warspite Avenue,Waitangirua,Porirua,Wellington,174.878534,-41.122117
St Thomas More Catholic School,19 Gloucester Road,Bayfair,Mount Maunganui,Bay of Plenty,176.2263,-37.677006
Amana Christian School,80 Gordon Road,,Mosgiel,Otago,170.349783,-45.878082
St Paul's School (Massey),498 Don Buck Road,Massey,Auckland,Auckland,174.607464,-36.826965
Te Kura o Torere,2276 State Highway 35,,Opotiki,Bay of Plenty,177.493745,-37.947639
Wainuiomata Intermediate,66 Konini Street,Wainuiomata,Lower Hutt,Wellington,174.933388,-41.252701
Konini Primary School (Wainuiomata),28 Konini Street,Wainuiomata,Lower Hutt,Wellington,174.936124,-41.254819
Manaia View School,64 Murdoch Crescent,Raumanga,Whangarei,Northland,174.302759,-35.745836
Drummond Primary School,5 Domain Road,,Drummond,Southland,168.150663,-46.152995
TKKM o Wairarapa,37 Johnstone Street,,Masterton,Wellington,175.66755,-40.960755
Motueka Rudolf Steiner School,480 High Street,,Motueka,Tasman,173.009784,-41.130014
Destiny School,25 Druces Road,Wiri,Auckland,Auckland,174.877783,-37.000596
Silverstream (South) Primary School,52 Green Street,,Mosgiel,Otago,170.359809,-45.874682
Putaruru Primary School,Kennedy Drive,,Putaruru,Waikato,175.779073,-38.059317
Lakeview School,Te Ore Ore Road,,Masterton,Wellington,175.679081,-40.947893
Masterton Primary School,53 South Road,Kuripuni,Masterton,Wellington,175.644526,-40.962146
Douglas Park School,136 Cole Street,,Masterton,Wellington,175.646566,-40.945586
Huia Range School,Cole Street,,Dannevirke,Manawatu-Wanganui,176.108967,-40.199755
Stella Maris Primary School,50 Silverdale Street,,Silverdale,Auckland,174.677318,-36.61378
Te Kura o Waikare,Waikare Valley Road,Waikare,Kawakawa,Northland,174.234209,-35.339891
Whangaruru School,2916 Old Russell Road,Whangaruru,Hikurangi,Northland,174.316724,-35.377686
Wairoa Primary School,29 Campbell Street,,Wairoa,Hawke's Bay,177.42471,-39.037373
Tiaho Primary School,93 Clyde Road,,Wairoa,Hawke's Bay,177.419994,-39.043027
TKKM o Te Ara Whanui,11-27 Victoria Street,Alicetown,Lower Hutt,Wellington,174.888332,-41.217843
TKKM o Nga Uri A Maui,349 Nelson Road,,Gisborne,Gisborne,177.997977,-38.643499
TKKM o Te Waiu o Ngati Porou,13 Tuparoa Road,,Ruatoria,Gisborne,178.320959,-37.891155
TKKM o Te Wananga Whare Tapere o Takitimu,706 Albert Street,Mayfair,Hastings,Hawke's Bay,176.856057,-39.643425
Ruakituri School,1607 Ruakituri Valley Road,Ruakituri,Wairoa,Hawke's Bay,177.411365,-38.770744
Te Mahia School,457 Mahia East Coast Road,,Nuhaka,Hawke's Bay,177.920267,-39.087423
Mohaka School,1978 Mohaka Coast Road,,Mohaka,Hawke's Bay,177.190829,-39.11713
Te Kura o Waikaremoana,4764 State Highway 38,,Tuai,Hawke's Bay,177.151258,-38.823641
Rahotu School,5825 South Road,,Rahotu,Taranaki,173.802899,-39.325017
Aberdeen School,Aberdeen Drive,Dinsdale,Hamilton,Waikato,175.243254,-37.788994
Allandale School,King Street,Kopeopeo,Whakatane,Bay of Plenty,176.983305,-37.968782
Amisfield School,Moffat Road,,Tokoroa,Waikato,175.882808,-38.236269
Aorangi School (Rotorua),3 Gem Street,Pukehangi,Rotorua,Bay of Plenty,176.208,-38.131956
Apanui School,92 Mcalister Street,,Whakatane,Bay of Plenty,176.98958,-37.957026
Arataki School,Kaimanawa Street,,Mount Maunganui,Bay of Plenty,176.231123,-37.675372
Aria School,Barclay Road,,Aria,Waikato,174.986676,-38.564011
Arohena School,"40 Pukewhau Road, RD 7",,Te Awamutu,Waikato,175.613423,-38.19261
Ashbrook School,Wellington Street,,Opotiki,Bay of Plenty,177.293763,-38.0147
Awakeri School,State Highway 30,,Whakatane,Bay of Plenty,176.897388,-37.995007
Bankwood School,152 Bankwood Road,Chartwell,Hamilton,Waikato,175.276101,-37.754905
Bellevue School (Tauranga),20 Princess Road,Bellevue,Tauranga,Bay of Plenty,176.125569,-37.679307
Berkley Normal Middle School,26 Berkley Avenue,Hillcrest,Hamilton,Waikato,175.327495,-37.802509
TKKM o Bernard Fergusson,Duke Street,,Ngaruawahia,Waikato,175.162063,-37.662076
Bethlehem School,66 Carmichael Road,Bethlehem,Tauranga,Bay of Plenty,176.108605,-37.690317
Broadlands School,2986 Broadlands Road,,Reporoa,Waikato,176.332746,-38.511388
Brookfield School,20 Miller Road,Brookfield,Tauranga,Bay of Plenty,176.132868,-37.690697
Cambridge East School,Williams Street,,Cambridge,Waikato,175.471247,-37.884041
Cambridge Middle School,Clare Street,,Cambridge,Waikato,175.462246,-37.887152
Cambridge School,Wilson Street,,Cambridge,Waikato,175.467818,-37.895323
Cargill Open Plan School,Grampian Street,,Tokoroa,Waikato,175.866036,-38.241502
Centennial Park School,50 Te Kuiti Road,,Te Kuiti,Waikato,175.174234,-38.335862
Colville School,2391 Colville Road,,Colville,Waikato,175.472295,-36.628195
Coroglen School,Rangihau Road,,Whitianga,Waikato,175.698202,-36.924365
David Henry School,Thompson Street,,Tokoroa,Waikato,175.854759,-38.227329
David Street School,45 David Street,,Morrinsville,Waikato,175.52368,-37.65008
Deanwell School,Deanwell Avenue,Melville,Hamilton,Waikato,175.275621,-37.819873
Edgecumbe School,College Road,,Edgecumbe,Bay of Plenty,176.82767,-37.96939
Elstow-Waihou Combined School,Bowlers Road,,Te Aroha,Waikato,175.63827,-37.523473
Fairfield Intermediate,Clarkin Road,Fairfield,Hamilton,Waikato,175.285144,-37.76334
Fairfield Primary School,260 Clarkin Road,Fairfield,Hamilton,Waikato,175.284079,-37.764101
Fairhaven School,120 Boucher Avenue,,Te Puke,Bay of Plenty,176.32103,-37.796345
TKKM o Te Ara Rima,33 Fifth Avenue,Enderley,Hamilton,Waikato,175.29569,-37.771217
Firth School,45 Station Road,,Matamata,Waikato,175.764422,-37.817685
Forest Lake School,Storey Avenue,Forest Lake,Hamilton,Waikato,175.255939,-37.770329
Frankton School,Massey Street,Dinsdale,Hamilton,Waikato,175.249638,-37.793245
Galatea School,Mangamate Road,Galatea,Murupara,Bay of Plenty,176.741363,-38.410803
Glen Massey School,897 Waingaro Road,Glen Massey,Ngaruawahia,Waikato,175.075906,-37.673199
Glenholme School,149 Ranolf Street,Glenholme,Rotorua,Bay of Plenty,176.24613,-38.149349
Glenview School (Hamilton),Bruce Avenue,Glenview,Hamilton,Waikato,175.290755,-37.816343
Goldfields School (Paeroa),55 Norwood Road,,Paeroa,Waikato,175.674415,-37.370567
Goodwood School,517 Fencourt Road,,Cambridge,Waikato,175.47202,-37.842486
Gordonton School,Woodlands Road,Gordonton,Hamilton,Waikato,175.307981,-37.666542
Greenpark School (Tauranga),13 Lumsden Street,Greerton,Tauranga,Bay of Plenty,176.127532,-37.732538
Greerton Village School,151 Greerton Road,Greerton,Tauranga,Bay of Plenty,176.13381,-37.728172
Hamilton East School,Dawson Street,Hamilton East,Hamilton,Waikato,175.290498,-37.787414
Hamilton North School,Warwick Avenue,Te Rapa,Hamilton,Waikato,175.255767,-37.755162
Hamilton West School,36 Hammond Street,Hamilton West,Hamilton,Waikato,175.2833,-37.798955
Hautapu School,Cnr Forrest and Hautapu Roads,Hautapu,Cambridge,Waikato,175.425207,-37.860462
Hauturu School,614 Harbour Road,Hauturu,Oparau,Waikato,174.930092,-38.104143
Hikuai School,24 Hikuai School Road,,Hikuai,Waikato,175.773376,-37.071592
Hikutaia School,8062 Main Road State Highway 26,Hikutaia,Paeroa,Waikato,175.656922,-37.295497
Hillcrest Normal School,218 Cambridge Road,Hillcrest,Hamilton,Waikato,175.321223,-37.801117
Hilltop School,Rokino Road,,Taupo,Waikato,176.092077,-38.700811
Hinuera School,636 Hinuera Road,,Hinuera,Waikato,175.757811,-37.88068
Horahora School (Cambridge),1798 Maungatautari Road,,Cambridge,Waikato,175.625367,-37.981261
Horohoro School,Apirana Road,Horohoro,Rotorua,Waikato,176.17197,-38.239024
Horotiu School,Bridge Road,Horotiu,Hamilton,Waikato,175.20465,-37.700803
Horsham Downs School,4 Martin Lane,,Horsham Downs,Waikato,175.248987,-37.699821
TKKM o Huiarau,98 Sister Annie Road,,Ruatahuna,Bay of Plenty,176.956221,-38.606844
Hukanui School,Pickering Crescent,Chartwell,Hamilton,Waikato,175.278925,-37.748144
St Patrick's Catholic School (Taupo),86 Acacia Bay Road,,Taupo,Waikato,176.06193,-38.677653
Huntly School (Waikato),25 Onslow Street,,Huntly,Waikato,175.162352,-37.555027
Huntly West School,Paki Street,,Huntly,Waikato,175.150134,-37.558858
Insoll Avenue School,95 Insoll Avenue,Fairfield,Hamilton,Waikato,175.296347,-37.761846
Rangitaiki School,27 Rangitaiki School Road,,Rangitaiki,Bay of Plenty,176.367618,-38.876534
James Street School,James Street,,Whakatane,Bay of Plenty,176.971431,-37.960765
Kaharoa School,296 Kaharoa Road,,Rotorua,Bay of Plenty,176.234325,-37.995966
Kaihere School,1115 B State Highway 27,Kaihere,Morrinsville,Waikato,175.420545,-37.372744
Kaimai School,Main Road,Kaimai,Tauranga,Bay of Plenty,176.025009,-37.812995
Kaingaroa Forest School,Dun Road,,Kaingaroa Forest,Bay of Plenty,176.569433,-38.407682
Kaipaki School,687 Kaipaki Road,,Ohaupo,Waikato,175.385958,-37.887651
Kaitao Intermediate,Bell Road,Western Heights,Rotorua,Bay of Plenty,176.221392,-38.125525
Tauranga Special School,39 18th Avenue,Tauranga South,Tauranga,Bay of Plenty,176.155618,-37.711532
Karangahake School,School Road,,Karangahake,Waikato,175.723489,-37.4218
Karapiro School,Tirau Road,Karapiro,Cambridge,Waikato,175.553611,-37.915609
Katikati Primary School,28 Beach Road,,Katikati,Bay of Plenty,175.92208,-37.551743
Kawaha Point School,Aquarius Drive,Kawaha Point,Rotorua,Bay of Plenty,176.233511,-38.108977
Kawerau South School,175 Onslow Street,,Kawerau,Bay of Plenty,176.701089,-38.096437
Kawhia School,318 Rosamond Terrace,,Kawhia,Waikato,174.820083,-38.06201
Kea Street Specialist School,Kea Street,Selwyn Heights,Rotorua,Bay of Plenty,176.223576,-38.116618
TKKM o Harataunga,Kennedy Bay Road,,Kennedy Bay,Waikato,175.5501,-36.668791
Kerepehi School,McGowan Avenue,,Kerepehi,Waikato,175.540884,-37.297051
Kihikihi School,71 Whitmore Street,,Kihikihi,Waikato,175.355081,-38.040612
Kimihia School,Tamihana Avenue,,Huntly,Waikato,175.171861,-37.54318
Kinohaku School,22 Kawhia Harbour Road,,Taharoa,Waikato,174.822338,-38.159014
Kio Kio School,1701 S H 3-Otorohanga Road,Kio Kio,Otorohanga,Waikato,175.276715,-38.162039
Kiwitahi School,2 Chepmell Road,,Kiwitahi,Waikato,175.583389,-37.739994
Knighton Normal School,Knighton Road,Hillcrest,Hamilton,Waikato,175.310073,-37.793047
Kopuarahi School,Bush Road,,Thames,Waikato,175.506481,-37.220218
Korakonui School,734 Wharepuhunga Road,Korakonui,Te Awamutu,Waikato,175.409784,-38.144034
Koromatua School,355 Koromatua Road,,Hamilton,Waikato,175.207492,-37.831609
Kuratau School,2244 State Highway 41,Kuratau,Turangi,Waikato,175.674338,-38.881506
Kutarere School,461 State Highway 2,Kutarere,Opotiki,Bay of Plenty,177.147441,-38.044258
Lake Rerewhakaaitu School,9 Ash Pit Road,Rerewhakaaitu,Rotorua,Bay of Plenty,176.493669,-38.317405
Lake Rotoma School,Manawahe Road,,Lake Rotoma,Bay of Plenty,176.546296,-38.042009
Leamington School,Lamb Street,Leamington,Cambridge,Waikato,175.473855,-37.916941
Lichfield School,779 Lichfield Road,Lichfield,Putaruru,Waikato,175.811562,-38.106161
Lynmore Primary School,Iles Road,Lynmore,Rotorua,Bay of Plenty,176.284338,-38.144559
Maeroa Intermediate,Churchill Avenue,,Hamilton,Waikato,175.260655,-37.778147
Maihiihi School,775 Maihiihi Road,,Maihiihi,Waikato,175.386644,-38.217558
Maketu School,School Road,,Maketu,Bay of Plenty,176.455943,-37.76197
Malfroy School,196 Malfroy Road,Hillcrest,Rotorua,Bay of Plenty,176.234257,-38.145444
Mamaku School,54 Tarena Street,,Mamaku,Bay of Plenty,176.078396,-38.098598
Te Wharekura o Manaia,22 Goldfields Road,Manaia,Coromandel,Waikato,175.478776,-36.851528
Manawaru School,Manawaru Road,,Te Aroha,Waikato,175.763674,-37.63317
Te Kura Mana Maori Maraenui,State Highway 35,,Opotiki,Bay of Plenty,177.583886,-37.873297
Marotiri School,1569 State Highway 32,Marotiri,Mangakino,Waikato,175.819589,-38.543621
Te Kura Mana Maori o Matahi,1176 B Opurau Road,,Matahi,Bay of Plenty,177.110107,-38.259205
Te Kura o Te Moutere O Matakana,183 Opureora Road,Matakana Island,Tauranga,Bay of Plenty,176.083103,-37.609828
Matamata Intermediate,Smith Street,,Matamata,Waikato,175.765335,-37.815748
Matamata Primary School,115A Broadway,,Matamata,Waikato,175.776821,-37.811737
Matangi School,599 Matangi Road,,Matangi,Waikato,175.393697,-37.803579
Te Kura o Matapihi,398 Matapihi Road,Matapihi,Tauranga,Bay of Plenty,176.194451,-37.697141
Matata School,Pollen Street,,Matata,Bay of Plenty,176.759105,-37.893313
Matatoki School,State Highway 26,Matatoki,Thames,Waikato,175.603398,-37.206685
Matua School,145 Levers Road,Matua,Tauranga,Bay of Plenty,176.129676,-37.66515
